"","Beach.Name","pot","jerricans","superdrum","bucket","barrel","tank","drum","stored.no","other.source.water","Other.sources.of.water","lake.water","borehole","river","tap","fishpond","rain","school","sources.count","comment.sources.raw","raw","boiling","chlorine","aeration","filter","types.no","water.concerns.raw","wash.clothes.in.lake","same.collection.spot","comments.site.collection.raw"
"169","Asat",0,1,0,1,0,0,0,2,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"Blooms is a challenge","N","N","A place where there is clean water"
"170","Asat",0,1,0,1,0,0,0,2,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"The water is dirty that I have to sieve it","N","Y","None"
"171","Asat",0,1,0,1,0,0,0,2,"Y","rain",1,0,0,0,0,1,0,2,"None","Treats with water guard",0,1,0,0,1,"No concern","N","Y","A place where there is clean water"
"172","Asat",0,1,0,1,0,0,0,2,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"No concern","Y","N","A place where there is clean water"
"173","Asat",0,0,1,1,0,0,0,2,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"No concern","N","N","Depend on where the water is clean"
"174","Asat",0,0,1,0,0,0,0,1,"Y","rain",1,0,0,0,0,1,0,2,"None","Treats with water guard",0,1,0,0,1,"No concern","Y","N","Depend on where the water is clean"
"175","Asat",0,1,0,1,0,0,0,2,"Y","borehole",1,1,0,0,0,0,0,2,"It is sold while Lake water is free","Treats with water guard",0,1,0,0,1,"No concern","N","N","Depend on where the water is clean"
"176","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"Its far compared to the lake","Treats with water guard",0,1,0,0,1,"No concern","N","Y","None"
"177","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"Sometimes pump water do not work","Treats with water guard",0,1,0,0,1,"Lack of nearby source of water especially for drinking","N","N","Depend on where the water is clean"
"178","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"No concern","Y","Y","None"
"179","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Boilling",1,0,0,0,1,"Must treat water to avoid diseases","N","N","None"
"180","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Boilling",1,0,0,0,1,"Causes stomach ailment","N","Y","None"
"181","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"Need borehole","N","N","None"
"182","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"Need borehole","N","N","A place where there is no water hyacinth"
"183","Asat",0,0,0,1,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Sieving with a piece of cloth",0,0,0,1,1,"It is dirty","N","N","Clean spot"
"184","Asat",0,1,0,0,0,0,0,1,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"No concern","N","Y","None"
"185","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"The water is dirty and smells","N","N","A place where there is no water hyacinth"
"186","Asat",0,1,0,0,0,0,0,1,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"No concern","N","N","None"
"187","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Sieving with a piece of cloth",0,0,0,1,1,"Water is dirty","N","Y","None"
"188","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"No concern","N","Y","None"
"189","Asat",0,1,0,0,0,0,0,1,"N","none",1,0,0,0,0,0,0,1,"None","Boilling",1,0,0,0,1,"Water must be kept clean","N","N","Clean spot"
"190","Asat",0,1,0,0,0,0,0,1,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"Water is dirty","N","Y","None"
"191","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"Borehole is the nearest","Treats with water guard",0,1,0,0,1,"Lake water is dirty","N","Y","None"
"192","Asat",0,1,0,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"The distance is far ","Treats with water guard",0,1,0,0,1,"Lake water is dirty","N","Y","Clean spot"
"193","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"The water is not clean","N","Y","Clean spot"
"194","Asat",0,1,0,0,0,0,0,1,"N","none",1,0,0,0,0,0,0,1,"None","Treats with water guard",0,1,0,0,1,"The water is dirty","N","Y","None"
"195","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"Lake water is dirty","N","Y","None"
"196","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"Distance from the Lake water is far","Sieving with a piece of cloth",0,0,0,1,1,"Lake water is not perfectly clean","N","Y","None"
"197","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Treats with water guard",0,1,0,0,1,"The water is dirty","N","N","Clean spot"
"198","Asat",0,0,1,0,0,0,0,1,"Y","borehole",1,1,0,0,0,0,0,2,"None","Sieving with a piece of cloth",0,0,0,1,1,"The water is dirty","N","N","Clean spot"
